train_acc,train_loss,val_acc,val_loss
0.026021052631578948,4.3829427,0.0376,4.298044
0.04440000000000001,4.1614394,0.05600000000000001,4.2682595
0.06960000000000001,4.0146065,0.0588,4.2815304
0.0853684210526316,3.8970056,0.0636,4.373042
0.10366315789473686,3.7966704,0.10880000000000001,3.7788858
0.11962105263157896,3.7022493,0.1412,3.5792148
0.13498947368421055,3.6106741,0.1484,3.561839
0.1521894736842105,3.5322387,0.1544,3.5082824
0.16898947368421052,3.4460855,0.1612,3.4713874
0.18345263157894737,3.366649,0.1308,3.955645
0.19703157894736842,3.3074446,0.1876,3.3666806
0.2110315789473684,3.2372277,0.1912,3.2803257
0.22,3.1803384,0.20319999999999996,3.271472
0.23069473684210529,3.1195204,0.20199999999999999,3.204675
0.23875789473684209,3.069659,0.22760000000000002,3.08987
0.24970526315789474,3.0079513,0.2404,3.0851011
0.26071578947368423,2.9535136,0.22479999999999997,3.264279
0.27130526315789477,2.894482,0.25,3.0439909
0.28021052631578947,2.834278,0.2576,2.980955
0.28945263157894735,2.7869668,0.27,2.9014225
0.30119999999999997,2.734359,0.2984,2.7407656
0.3093894736842105,2.6846473,0.2752,2.85442
0.31989473684210523,2.6375067,0.316,2.692624
0.32772631578947364,2.60024,0.25720000000000004,2.9021897
0.33572631578947376,2.5622303,0.2924,2.8085482
0.34014736842105264,2.5277271,0.3064,2.7549732
0.3468631578947368,2.4999568,0.2984,2.859037
0.3548631578947368,2.4601882,0.22039999999999996,3.7950954
0.3614736842105263,2.4262545,0.3356000000000001,2.5817869
0.36675789473684206,2.4051957,0.3308,2.5857818
0.37378947368421056,2.3666577,0.33,2.609494
0.37722105263157896,2.3441403,0.3456,2.5579848
0.38397894736842103,2.3211417,0.31320000000000003,2.8467278
0.3925473684210526,2.2897255,0.35279999999999995,2.4910262
0.39631578947368423,2.2637782,0.34559999999999996,2.5569139
0.3988,2.2453742,0.3688,2.4182093
0.40410526315789475,2.2279758,0.38280000000000003,2.3138428
0.4112842105263158,2.1982248,0.3812,2.3199384
0.41338947368421053,2.1826613,0.35080000000000006,2.5560212
0.41774736842105265,2.1616738,0.3136,2.8523672
0.42307368421052627,2.1404512,0.3796,2.3350842
0.4261684210526316,2.1240375,0.3888,2.285407
0.4322736842105263,2.106245,0.41519999999999996,2.250992
0.4341052631578947,2.0900013,0.3948,2.300482
0.4385052631578948,2.0614555,0.40720000000000006,2.2194345
0.4418315789473684,2.0552661,0.3724,2.353913
0.444778947368421,2.03764,0.4059999999999999,2.1967142
0.45033684210526315,2.007554,0.37479999999999997,2.4521434
0.45197894736842104,2.0048537,0.40800000000000014,2.2877402
0.45284210526315793,1.989375,0.4036,2.3764775
0.4580631578947368,1.979025,0.41480000000000006,2.2116678
0.4611157894736842,1.959761,0.36560000000000004,2.4865127
0.4630526315789473,1.9449575,0.4036,2.3005743
0.4697263157894737,1.9264412,0.4316,2.1450021
0.4756000000000001,1.9071776,0.42,2.168303
0.472778947368421,1.9046284,0.4348,2.1227677
0.4804631578947368,1.8881495,0.444,2.0605204
0.4806526315789474,1.8750956,0.45520000000000005,2.0785475
0.48576842105263157,1.8668277,0.44360000000000005,2.0811212
0.4918105263157895,1.8494871,0.446,2.0992904
0.4886105263157895,1.8410543,0.4432,2.0921319
0.49574736842105266,1.8200356,0.4443999999999999,2.0796232
0.4998736842105263,1.807908,0.4496,2.0518923
0.4992842105263158,1.8028038,0.46399999999999997,2.0166104
0.5038947368421053,1.7822568,0.4384,2.146637
0.5062315789473685,1.768646,0.45919999999999994,2.0177317
0.5070105263157895,1.7697126,0.45399999999999996,2.0442595
0.5122947368421054,1.7458527,0.4412,2.1421523
0.5110736842105263,1.7427187,0.45519999999999994,2.0566833
0.5166736842105264,1.7300894,0.45239999999999997,2.0933774
0.5178736842105264,1.7169887,0.466,2.0445771
0.5197473684210526,1.7121767,0.4628,2.0508516
0.522842105263158,1.7034472,0.4716,2.0219111
0.5248842105263157,1.6930826,0.46240000000000003,2.071296
0.5272631578947368,1.6797732,0.4752,2.011154
0.5298526315789475,1.6754713,0.47159999999999996,2.018387
0.5303789473684211,1.674554,0.47479999999999994,2.0209048
0.5301684210526315,1.6627446,0.4772,1.9887058
0.5340842105263158,1.6476952,0.48,2.0083156
0.5330947368421053,1.6519868,0.4768,1.9700961
0.5361052631578948,1.6459179,0.47559999999999997,1.9868152
0.5389052631578948,1.6348317,0.4836000000000001,1.9607937
0.5408210526315791,1.630615,0.4836,1.9713916
0.5398947368421052,1.6214951,0.4875999999999999,1.9575876
0.5425473684210526,1.619558,0.48480000000000006,1.9693605
0.542421052631579,1.6147795,0.48719999999999997,1.9618707
0.545978947368421,1.6112754,0.4804,1.9498428
0.5454526315789474,1.6074125,0.4832,1.9700041
0.5484,1.6037055,0.484,1.9620012
0.5506315789473685,1.5910372,0.48519999999999996,1.9577441
0.5475157894736843,1.5979092,0.4904,1.9551938
0.5476421052631579,1.5949337,0.48120000000000007,1.9582775
0.5492631578947369,1.5941918,0.4816,1.9690602
0.5508,1.5885804,0.4868,1.9587717
0.5499368421052632,1.5878153,0.4867999999999999,1.9622824
0.5503368421052632,1.5855201,0.48760000000000003,1.9588501
0.5478105263157894,1.5934213,0.4876,1.9621578
0.5519578947368421,1.5795256,0.48760000000000003,1.9561883
0.5534947368421052,1.5728414,0.48560000000000003,1.9612291
0.550778947368421,1.5894891,0.4867999999999999,1.9557977
