train_acc,train_loss,val_acc,val_loss
0.02817226890756303,4.4601107,0.04461538461538461,4.2464
0.052331932773109255,4.111524,0.05730769230769231,4.1097765
0.07126050420168067,3.9563348,0.06923076923076923,3.9201992
0.08447478991596641,3.85337,0.08,3.8540673
0.09873949579831932,3.764395,0.09153846153846154,3.7771277
0.1117016806722689,3.6829886,0.11461538461538463,3.6462789
0.12741596638655464,3.6018324,0.12769230769230772,3.5941353
0.14390756302521004,3.5190537,0.14346153846153847,3.511574
0.15592436974789917,3.4289684,0.15499999999999997,3.4244466
0.17308823529411768,3.3349726,0.18346153846153845,3.2752643
0.1819327731092437,3.2631083,0.175,3.272341
0.19533613445378153,3.1817021,0.19230769230769232,3.2555494
0.21052521008403363,3.10963,0.18923076923076926,3.3882213
0.2230672268907563,3.042427,0.20384615384615384,3.1600533
0.23296218487394957,2.9846764,0.18846153846153849,3.3990464
0.24628151260504205,2.9223423,0.23923076923076925,2.982501
0.2605882352941176,2.8567195,0.24730769230769228,2.9516885
0.2692436974789915,2.8095155,0.25153846153846154,2.8829777
0.28117647058823536,2.7467852,0.24000000000000002,2.9700563
0.28720588235294114,2.6995418,0.2642307692307692,2.879564
0.30138655462184877,2.6344008,0.2846153846153846,2.7599661
0.30779411764705883,2.607679,0.28423076923076923,2.712493
0.31632352941176467,2.5603998,0.2942307692307692,2.7588224
0.33010504201680674,2.5063932,0.2792307692307693,2.7981622
0.3364075630252101,2.4707468,0.30115384615384616,2.6163495
0.34787815126050414,2.430982,0.29115384615384615,2.8869538
0.3492647058823529,2.4070644,0.3226923076923077,2.5361836
0.3607563025210085,2.3678,0.30076923076923073,2.6705623
0.36703781512605044,2.337623,0.31153846153846154,2.7291331
0.37512605042016806,2.3023527,0.33269230769230773,2.5798342
0.38168067226890756,2.2781403,0.33730769230769236,2.5042813
0.38848739495798323,2.2447166,0.3511538461538462,2.454743
0.39430672268907563,2.2221432,0.3446153846153846,2.4449234
0.3982983193277311,2.2055278,0.32423076923076916,2.6014757
0.4028361344537816,2.1720726,0.36307692307692313,2.4113412
0.40705882352941175,2.1565156,0.34923076923076923,2.4397001
0.413655462184874,2.1293416,0.365,2.3621283
0.42000000000000004,2.1035814,0.36307692307692313,2.4041579
0.42518907563025216,2.0878048,0.39615384615384613,2.2297437
0.42930672268907566,2.0634623,0.3650000000000001,2.3942294
0.43455882352941183,2.046586,0.3723076923076923,2.3198256
0.436827731092437,2.022632,0.37461538461538463,2.348265
0.4438865546218488,2.012645,0.3480769230769231,2.501381
0.44943277310924373,1.9902859,0.3957692307692308,2.2083373
0.4520798319327731,1.9658232,0.37076923076923074,2.4019263
0.4555882352941176,1.948921,0.38961538461538464,2.2751684
0.45909663865546224,1.9356202,0.3965384615384615,2.216674
0.4620798319327731,1.9197534,0.4,2.3066316
0.466890756302521,1.9037169,0.38653846153846155,2.3928366
0.4692436974789916,1.8927763,0.4230769230769231,2.1480181
0.4725420168067227,1.8757752,0.38038461538461543,2.403098
0.47852941176470587,1.8585899,0.40769230769230763,2.1389668
0.4834033613445379,1.8384014,0.42153846153846153,2.2261124
0.4850840336134453,1.8210442,0.41346153846153855,2.2090967
0.4894117647058823,1.8167253,0.41230769230769226,2.220693
0.49296218487394955,1.8020542,0.4357692307692308,2.0995054
0.4957983193277311,1.7817599,0.4153846153846154,2.2031636
0.5008823529411766,1.7710669,0.4369230769230769,2.091992
0.5068487394957983,1.755981,0.42076923076923073,2.1350012
0.5049159663865547,1.7534487,0.416923076923077,2.1788886
0.5120378151260505,1.7204087,0.4307692307692308,2.0695198
0.5109453781512605,1.7236397,0.4373076923076923,2.113399
0.511701680672269,1.7154739,0.44576923076923075,2.1174824
0.5218487394957982,1.6834035,0.4465384615384615,2.0687244
0.5188655462184875,1.6932607,0.43846153846153846,2.1215253
0.5204621848739496,1.675881,0.4434615384615385,2.0869546
0.5235294117647059,1.6674595,0.44076923076923075,2.034651
0.5284033613445378,1.6525211,0.43307692307692314,2.1197085
0.5321428571428573,1.63166,0.43423076923076925,2.1452022
0.5314705882352941,1.6314635,0.4557692307692308,2.066467
0.5401470588235294,1.606616,0.4465384615384616,2.0355518
0.5430252100840337,1.5925215,0.4411538461538462,2.1265435
0.5441806722689077,1.5916556,0.43461538461538457,2.1991498
0.5448739495798319,1.5840423,0.43769230769230766,2.071538
0.5478151260504202,1.5713824,0.45653846153846156,2.0524542
0.5490966386554622,1.5668981,0.45346153846153847,2.0059159
0.5567226890756303,1.5415801,0.4369230769230769,2.162446
0.5559663865546218,1.5413668,0.44230769230769224,2.1871152
0.5594957983193277,1.5306878,0.44884615384615384,2.0951028
